Model,Features,Constraints,Configurations,Homogeneity
systems_software-BusyBox-Pett2021-2007-09-02_22-12-07,469,502,7.62e140,
security-CVE-VarelaVaca2020-2009-2462,137,94,3764,
security-CVE-VarelaVaca2020-2007-4879,105,82,1480,
systems_software-BusyBox-Pett2021-2008-07-17_18-26-45,555,610,5.90e166,
systems_software-uClibc-Pett2023-2015-10-19_01-37-11,243,1096,7.07e72,
security-CVE-VarelaVaca2020-2012-4422,114,92,4004,
security-CVE-VarelaVaca2020-2013-0780,528,585,36540,
security-CVE-VarelaVaca2020-2020-8596,180,165,1312,
security-CVE-VarelaVaca2020-2009-3012,107,88,2784,
systems_software-soletta-Pett2023-2015-09-02_13-57-24,246,739,5.65e73,
security-CVE-VarelaVaca2020-2012-1973,487,525,31908,
systems_software-BusyBox-Pett2021-2010-04-06_18-48-32,628,678,5.57e188,
security-CVE-VarelaVaca2020-2008-5500,103,65,740,
security-CVE-VarelaVaca2020-2010-3182,276,235,7324,
security-CVE-VarelaVaca2020-2011-2988,159,115,4760,
security-CVE-VarelaVaca2020-2015-2708,491,661,43128,
security-CVE-VarelaVaca2020-2017-5493,433,411,18040,
security-CVE-VarelaVaca2020-2013-0782,528,585,36540,
security-CVE-VarelaVaca2020-2007-0009,133,55,1292,
systems_software-at91sam7sek-Berger2013,1297,3921,1.36e390,
systems_software-BusyBox-Pett2021-2010-01-18_02-08-30,612,669,8.50e183,
security-CVE-VarelaVaca2020-2014-1550,415,578,37992,
security-CVE-VarelaVaca2020-2014-8632,395,568,40796,
security-CVE-VarelaVaca2020-2016-2806,353,843,81892,
systems_software-BusyBox-Pett2021-2007-09-08_16-51-19,470,503,1.52e141,
security-CVE-VarelaVaca2020-2013-0746,536,581,35668,
systems_software-BusyBox-Pett2021-2008-03-25_01-17-40,536,571,1.12e161,
security-CVE-VarelaVaca2020-2020-11027,546,517,26788,
systems_software-BusyBox-Pett2021-2009-09-26_14-31-04,599,652,1.04e180,
security-CVE-VarelaVaca2020-2011-4487,111,7,372,
security-CVE-VarelaVaca2020-2011-3666,267,448,15696,
systems_software-soletta-Pett2023-2015-11-27_14-29-46,313,1016,8.34e93,
systems_software-Linux-Berger2013-2.6.32-2var,60073,268223,2.98e18083,
security-CVE-VarelaVaca2020-2009-1841,232,194,6664,
systems_software-uClibc-Pett2023-2015-12-05_21-12-19,236,1105,5.52e70,
security-CVE-VarelaVaca2020-2018-5776,474,452,19844,
systems_software-BusyBox-Pett2021-2008-03-21_18-29-01,535,570,5.62e160,
security-CVE-VarelaVaca2020-2015-2733,333,520,36532,
systems_software-cma230-Berger2013,1213,3739,7.05e364,
systems_software-Fiasco-Pett2023-2020-06-23_13-59-40,250,1466,9.05e74,
security-CVE-VarelaVaca2020-2015-9299,142,121,3388,
security-CVE-VarelaVaca2020-2011-2669,127,111,2200,
security-CVE-VarelaVaca2020-2009-2662,101,85,1680,
security-CVE-VarelaVaca2020-2015-7179,334,805,116772,
systems_software-npwr-Berger2013,1259,3822,4.96e378,
security-CVE-VarelaVaca2020-2015-4063,103,1,356,
security-CVE-VarelaVaca2020-2018-20149,489,461,22040,
systems_software-BusyBox-Pett2021-2008-06-02_13-28-47,546,589,1.15e164,
security-CVE-VarelaVaca2020-2011-4688,176,149,9472,
security-CVE-VarelaVaca2020-2018-12406,448,1141,163640,
security-CVE-VarelaVaca2020-2015-4506,327,551,38924,
security-CVE-VarelaVaca2020-2012-3576,113,98,776,
systems_software-BusyBox-Pett2021-2008-03-17_09-10-39,547,582,2.30e164,
security-CVE-VarelaVaca2020-2013-1731,245,584,56848,
systems_software-nano-Knüppel2017,1278,911,2.56e219,
systems_software-soletta-Pett2023-2016-05-13_09-54-58,425,1657,4.33e127,
security-CVE-VarelaVaca2020-2015-4127,130,1,464,
systems_software-mb93093-Berger2013,1231,3083,1.85e370,
security-CVE-VarelaVaca2020-2013-1725,502,608,40600,
security-CVE-VarelaVaca2020-2013-5614,437,537,37340,
security-CVE-VarelaVaca2020-2012-0460,140,77,5056,
security-CVE-VarelaVaca2020-2011-0078,206,137,5840,
security-CVE-VarelaVaca2020-2011-4956,101,79,3432,
security-CVE-VarelaVaca2020-2011-0057,195,167,4220,
systems_software-uClibc-Pett2023-2009-10-28_20-56-34,245,1736,2.83e73,
systems_software-sparc_erc32-Knüppel2017,1181,816,4.94e200,
security-CVE-VarelaVaca2020-2011-2984,223,162,5276,
security-CVE-VarelaVaca2020-2014-1526,394,534,38044,
security-CVE-VarelaVaca2020-2020-13617,179,81,11520,
security-CVE-VarelaVaca2020-2015-2739,528,689,44948,
security-CVE-VarelaVaca2020-2013-0754,536,581,35668,
security-CVE-VarelaVaca2020-2014-8641,410,584,41844,
security-CVE-VarelaVaca2020-2016-2107,206,132,3564,
security-CVE-VarelaVaca2020-2013-1707,388,516,33688,
systems_software-uClibc-Pett2023-2010-02-16_15-11-07,248,1744,2.26e74,
security-CVE-VarelaVaca2020-2010-1199,144,95,7880,
hardware-pc-richmond-Sprey2020,364,12,4.77e21,
systems_software-soletta-Pett2023-2015-07-06_17-48-29,114,208,1.04e34,
security-CVE-VarelaVaca2020-2020-28036,546,522,27092,
systems_software-soletta-Pett2023-2016-03-28_15-54-39,382,1274,4.93e114,
systems_software-BusyBox-Pett2021-2008-06-04_11-28-24,548,591,4.61e164,
security-CVE-VarelaVaca2020-2015-7989,332,310,13596,
security-CVE-VarelaVaca2020-2016-1954,551,1004,89872,
systems_software-BusyBox-Pett2021-2008-02-01_06-53-50,494,526,2.56e148,
security-CVE-VarelaVaca2020-2012-3969,447,525,33200,
security-CVE-VarelaVaca2020-2015-2714,333,758,2.12e6,
security-CVE-VarelaVaca2020-2013-1720,480,606,40528,
systems_software-flexanet-Berger2013,1266,3883,6.35e380,
security-CVE-VarelaVaca2020-2009-0355,107,86,3400,
security-CVE-VarelaVaca2020-2010-3768,288,247,7748,
systems_software-BusyBox-Pett2021-2008-09-13_14-59-38,542,564,7.20e162,
security-CVE-VarelaVaca2020-2013-5590,475,578,37780,
security-CVE-VarelaVaca2020-2011-3654,297,256,14528,
systems_software-BusyBox-Pett2021-2007-06-20_15-23-03,453,479,1.16e136,
systems_software-soletta-Pett2023-2015-10-16_18-21-30,295,929,3.18e88,
security-CVE-VarelaVaca2020-2012-0459,140,77,5056,
security-CVE-VarelaVaca2020-2016-2794,392,836,81224,
security-CVE-VarelaVaca2020-2013-2202,118,96,4180,
security-CVE-VarelaVaca2020-2018-20153,489,461,22040,
security-CVE-VarelaVaca2020-2018-20988,105,1,368,
systems_software-uClibc-Pett2023-2017-01-24_05-14-44,237,1235,1.10e71,
security-CVE-VarelaVaca2020-2012-3957,482,524,31900,
security-CVE-VarelaVaca2020-2020-15674,489,1700,549576,
systems_software-BusyBox-Pett2021-2008-06-13_11-16-09,550,592,1.84e165,
systems_software-sa1100mm-Knüppel2017,1235,878,6.02e212,
security-CVE-VarelaVaca2020-2018-20150,489,461,22040,
systems_software-tx39_sim-Knüppel2017,1192,822,1.46e205,
security-CVE-VarelaVaca2020-2013-1728,480,606,40528,
security-CVE-VarelaVaca2020-2008-5507,103,65,740,
security-CVE-VarelaVaca2020-2016-1967,333,830,81056,
security-CVE-VarelaVaca2020-2015-7204,339,809,78900,
systems_software-Fiasco-Pett2023-2019-11-05_15-47-28,242,1342,3.53e72,
security-CVE-VarelaVaca2020-2009-3988,125,98,1952,
security-CVE-VarelaVaca2020-2020-12462,274,258,2064,
security-CVE-VarelaVaca2020-2012-3962,447,525,33200,
systems_software-uClibc-Pett2023-2016-05-18_18-41-24,232,1172,3.45e69,
security-CVE-VarelaVaca2020-2007-0776,121,89,1992,
security-CVE-VarelaVaca2020-2009-1308,114,93,3608,
security-CVE-VarelaVaca2020-2014-1496,545,659,44024,
security-CVE-VarelaVaca2020-2018-18502,450,1147,164456,
security-CVE-VarelaVaca2020-2020-15670,458,404,20220,
security-CVE-VarelaVaca2020-2015-9413,173,1,640,
security-CVE-VarelaVaca2020-2016-2835,350,881,85680,
systems_software-BusyBox-Pett2021-2009-06-19_12-10-38,585,637,6.33e175,
security-CVE-VarelaVaca2020-2019-14946,255,1,968,
systems_software-BusyBox-Pett2021-2008-05-22_02-07-58,539,561,9.00e161,
automotive-automotive2-Knüppel2017-2_1,14010,666,4.91e1300,
security-CVE-VarelaVaca2020-2016-1953,545,1003,89860,
security-CVE-VarelaVaca2020-2012-1972,487,525,31908,
security-CVE-VarelaVaca2020-2015-7183,424,558,39700,
systems_software-BusyBox-Pett2021-2009-04-13_14-23-12,576,616,1.24e173,
security-CVE-VarelaVaca2020-2015-4510,318,550,38896,
finance-FinancialServices01-Nieke2018-2018-02-20,,,,
security-CVE-VarelaVaca2020-2014-8585,117,1,416,
systems_software-BusyBox-Pett2021-2008-06-12_20-23-03,550,592,1.84e165,
systems_software-soletta-Pett2023-2015-09-28_17-02-04,278,860,2.43e83,
security-CVE-VarelaVaca2020-2013-0751,312,589,57376,
security-CVE-VarelaVaca2020-2012-4213,493,545,33564,
systems_software-Fiasco-Pett2023-2018-02-09_09-07-53,229,1213,4.31e68,
security-CVE-VarelaVaca2020-2013-5596,456,578,37704,
security-CVE-VarelaVaca2020-2020-12076,127,1,456,
security-CVE-VarelaVaca2020-2009-2471,106,85,3360,
security-CVE-VarelaVaca2020-2015-0802,309,505,35528,
systems_software-soletta-Pett2023-2016-05-03_17-52-25,399,1569,6.46e119,
security-CVE-VarelaVaca2020-2014-1508,590,672,44108,
systems_software-at91sam7xek-Berger2013,1320,3963,1.14e397,
systems_software-BusyBox-Pett2021-2008-09-28_13-50-57,556,576,1.18e167,
security-CVE-VarelaVaca2020-2013-1690,385,514,33496,
systems_software-sparc_erc32-Berger2013,1169,2972,4.01e351,
systems_software-soletta-Pett2023-2015-06-30_14-20-41,101,186,1.27e30,
security-CVE-VarelaVaca2020-2013-7480,122,101,2828,
security-CVE-VarelaVaca2020-2016-2817,336,839,81872,
security-CVE-VarelaVaca2020-2009-0775,180,147,3228,
systems_software-uClibc-Pett2023-2009-02-24_07-20-53,240,1732,8.83e71,
security-CVE-VarelaVaca2020-2015-7218,339,809,78900,
security-CVE-VarelaVaca2020-2017-18507,123,1,440,
security-CVE-VarelaVaca2020-2020-9372,225,1,844,
security-CVE-VarelaVaca2020-2005-4134,102,37,764,
security-CVE-VarelaVaca2020-2016-2820,336,839,81872,
security-CVE-VarelaVaca2020-2013-1718,502,608,40600,
security-CVE-VarelaVaca2020-2016-5278,360,894,86784,
systems_software-BusyBox-Pett2021-2007-06-19_11-24-47,452,477,5.81e135,
systems_software-ixdp425-Berger2013,1248,3799,2.42e375,
security-CVE-VarelaVaca2020-2013-5612,437,537,37340,
security-CVE-VarelaVaca2020-2007-5045,117,79,1680,
security-CVE-VarelaVaca2020-2012-4208,467,543,33476,
security-CVE-VarelaVaca2020-2019-15327,194,1,724,
security-CVE-VarelaVaca2020-2014-1583,280,467,33192,
systems_software-BusyBox-Pett2021-2007-11-22_00-58-49,480,515,1.56e144,
security-CVE-VarelaVaca2020-2009-3074,116,95,3760,
security-CVE-VarelaVaca2020-2012-1964,145,70,4148,
security-CVE-VarelaVaca2020-2014-10377,105,1,368,
security-CVE-VarelaVaca2020-2014-9039,146,115,4944,
security-CVE-VarelaVaca2020-2012-3967,485,836,63816,
security-CVE-VarelaVaca2020-2019-15821,146,1,532,
security-CVE-VarelaVaca2020-2017-6815,441,414,18136,
security-CVE-VarelaVaca2020-2010-2764,267,226,7028,
security-CVE-VarelaVaca2020-2018-9844,109,1,380,
security-CVE-VarelaVaca2020-2014-9178,152,1,552,
security-CVE-VarelaVaca2020-2012-0456,363,294,17808,
systems_software-h8max-Berger2013,1203,3072,6.89e361,
security-CVE-VarelaVaca2020-2016-6634,364,342,15004,
security-CVE-VarelaVaca2020-2009-2335,102,60,2396,
systems_software-se77x9-Knüppel2017,1333,911,5.12e230,
security-CVE-VarelaVaca2020-2011-0065,206,174,35200,
security-CVE-VarelaVaca2020-2014-9036,141,114,4936,
systems_software-soletta-Pett2023-2015-09-14_11-45-27,259,794,4.63e77,
security-CVE-VarelaVaca2020-2016-2828,375,884,85192,
security-CVE-VarelaVaca2020-2012-0451,140,77,5056,
security-CVE-VarelaVaca2020-2016-5835,388,366,16060,
systems_software-uClibc-Pett2023-2016-12-21_18-50-24,235,1231,2.76e70,
security-CVE-VarelaVaca2020-2016-5282,354,893,86768,
security-CVE-VarelaVaca2020-2015-0810,297,722,70992,
systems_software-mbx-Berger2013,1296,3218,6.82e389,
security-CVE-VarelaVaca2020-2018-6389,476,453,19888,
systems_software-BusyBox-Pett2021-2009-08-21_14-40-29,596,649,1.30e179,
systems_software-uClibc-Pett2023-2009-10-08_16-56-33,242,1730,3.53e72,
security-CVE-VarelaVaca2020-2015-9298,143,122,3416,
security-CVE-VarelaVaca2020-2015-7212,350,810,78936,
security-CVE-VarelaVaca2020-2016-2838,356,882,85696,
systems_software-Fiasco-Pett2023-2019-01-07_10-47-04,242,1337,3.53e72,
security-CVE-VarelaVaca2020-2012-3993,422,501,31036,
security-CVE-VarelaVaca2020-2014-1543,262,438,31280,
text-xtext-Mendonca2009,137,1,1.57e23,
systems_software-uClibc-Pett2023-2012-01-26_15-26-47,246,1317,5.65e73,
security-CVE-VarelaVaca2020-2009-3075,118,97,3840,
systems_software-uClibc-Pett2023-2017-06-23_23-46-04,234,1325,1.38e70,
security-CVE-VarelaVaca2020-2012-1937,162,87,5980,
security-CVE-VarelaVaca2020-2008-1236,154,121,2696,
security-CVE-VarelaVaca2020-2014-1591,127,95,7072,
security-CVE-VarelaVaca2020-2016-1963,333,830,81056,
security-CVE-VarelaVaca2020-2012-5838,493,545,33564,
systems_software-soletta-Pett2023-2016-04-26_15-48-10,395,1556,4.03e118,
security-CVE-VarelaVaca2020-2013-5610,413,530,37304,
security-CVE-VarelaVaca2020-2017-6817,441,414,18136,
security-CVE-VarelaVaca2020-2012-4205,466,541,33468,
security-CVE-VarelaVaca2020-2017-14721,456,434,19052,
security-CVE-VarelaVaca2020-2011-3004,107,72,4152,
security-CVE-VarelaVaca2020-2002-2437,309,264,9204,
security-CVE-VarelaVaca2020-2015-4520,327,551,38924,
security-CVE-VarelaVaca2020-2017-9061,443,416,18224,
security-CVE-VarelaVaca2020-2015-2709,312,510,35924,
systems_software-soletta-Pett2023-2015-06-26_23-04-41,114,198,1.04e34,
systems_software-cdl_linux-Berger2013,1233,3154,7.40e370,
security-CVE-VarelaVaca2020-2015-2711,302,507,35912,
systems_software-ToyBox-Oh2020-0_7_5,317,108,1.33e95,
security-CVE-VarelaVaca2020-2015-7175,327,551,38924,
systems_software-soletta-Pett2023-2015-06-26_18-38-56,114,192,1.04e34,
security-CVE-VarelaVaca2020-2014-1498,405,531,37820,
security-CVE-VarelaVaca2020-2012-4179,488,532,32536,
systems_software-BusyBox-Pett2021-2008-02-18_23-24-46,537,570,2.25e161,
systems_software-soletta-Pett2023-2016-05-04_14-10-08,402,1576,5.16e120,
security-CVE-VarelaVaca2020-2012-0464,363,294,17808,
systems_software-cerf-Berger2013,1277,3910,1.30e384,
security-CVE-VarelaVaca2020-2014-1590,600,716,47972,
security-CVE-VarelaVaca2020-2010-0182,248,207,6444,
security-CVE-VarelaVaca2020-2016-4567,463,366,16308,
systems_software-soletta-Pett2023-2015-09-11_12-22-47,251,762,1.81e75,
security-CVE-VarelaVaca2020-2019-19981,136,1,492,
systems_software-BusyBox-Pett2021-2009-03-31_23-41-53,575,615,6.18e172,
systems_software-soletta-Pett2023-2015-08-21_15-12-03,227,707,1.08e68,
systems_software-BusyBox-Pett2021-2008-08-17_14-17-48,548,602,4.61e164,
finance-FinancialServices01-Nieke2018-2017-09-28,,,,
systems_software-BusyBox-Pett2021-2009-05-19_17-36-16,583,629,1.58e175,
security-CVE-VarelaVaca2020-2015-0819,304,497,34984,
security-CVE-VarelaVaca2020-2014-1530,592,678,44436,
security-CVE-VarelaVaca2020-2015-0811,308,505,35528,
security-CVE-VarelaVaca2020-2012-1961,165,87,6040,
security-CVE-VarelaVaca2020-2015-9312,108,1,380,
security-CVE-VarelaVaca2020-2015-7185,325,806,78608,
systems_software-moab-Knüppel2017,1291,917,2.80e219,
security-CVE-VarelaVaca2020-2014-1505,591,672,44108,
security-CVE-VarelaVaca2020-2010-3770,193,164,4140,
security-CVE-VarelaVaca2020-2017-2216,176,1,652,
systems_software-soletta-Pett2023-2016-02-23_15-54-03,355,1171,3.67e106,
systems_software-olpch2294-Knüppel2017,1274,890,6.64e217,
systems_software-soletta-Pett2023-2015-11-18_16-36-18,306,985,6.52e91,
security-CVE-VarelaVaca2020-2015-5622,307,281,12280,
systems_software-BusyBox-Pett2021-2008-11-14_21-18-45,570,596,1.93e171,
security-CVE-VarelaVaca2020-2011-2985,175,131,5464,
systems_software-uClibc-Pett2023-2016-11-03_20-37-48,238,1237,2.21e71,
systems_software-phycore-Berger2013,1275,3852,3.25e383,
systems_software-uClibc-Pett2023-2016-06-19_17-52-51,234,1172,1.38e70,
security-CVE-VarelaVaca2020-2019-16251,1144,435,7548,
security-CVE-VarelaVaca2020-2009-3079,119,98,3880,
security-CVE-VarelaVaca2020-2019-11185,152,1,556,
systems_software-BusyBox-Pett2021-2009-02-18_13-23-46,574,615,3.09e172,
security-CVE-VarelaVaca2020-2013-0755,518,576,35640,
systems_software-soletta-Pett2023-2016-02-12_17-39-52,347,1129,1.43e104,
security-CVE-VarelaVaca2020-2012-1974,487,525,31908,
security-CVE-VarelaVaca2020-2016-2808,353,840,81932,
security-CVE-VarelaVaca2020-2012-4185,484,531,32532,
security-CVE-VarelaVaca2020-2011-0059,195,167,4220,
security-CVE-VarelaVaca2020-2012-4216,514,550,33600,
security-CVE-VarelaVaca2020-2011-2373,318,266,13940,
security-CVE-VarelaVaca2020-2015-0828,299,494,34964,
systems_software-atlas_mips64_5kc-Knüppel2017,1222,857,8.21e208,
systems_software-ref4955-Berger2013,1219,3099,4.51e366,
systems_software-BusyBox-Pett2021-2008-02-22_22-24-48,549,583,9.21e164,
systems_software-BusyBox-Pett2021-2008-01-18_20-41-24,491,524,3.20e147,
security-CVE-VarelaVaca2020-2009-2663,122,103,3264,
security-CVE-VarelaVaca2020-2012-5843,493,545,33564,
security-CVE-VarelaVaca2020-2011-0056,195,167,4220,
security-CVE-VarelaVaca2020-2012-0479,157,85,5840,
security-CVE-VarelaVaca2020-2009-2336,101,60,2396,
security-CVE-VarelaVaca2020-2019-13940,114,48,2500,
systems_software-atlas_mips32_4kc-Knüppel2017,1229,859,4.23e209,
security-CVE-VarelaVaca2020-2014-1506,268,624,61752,
security-CVE-VarelaVaca2020-2016-1955,346,833,81072,
security-CVE-VarelaVaca2020-2015-7190,371,846,3.34e6,
security-CVE-VarelaVaca2020-2011-2363,306,264,8772,
security-CVE-VarelaVaca2020-2019-20203,279,263,3144,
security-CVE-VarelaVaca2020-2014-1553,280,448,31708,
systems_software-BusyBox-Pett2021-2007-06-08_08-02-53,443,467,1.14e133,
systems_software-integrator_arm9-Knüppel2017,1281,907,4.86e222,
systems_software-asb-Knüppel2017,1244,851,4.10e218,
security-CVE-VarelaVaca2020-2015-3438,273,246,10744,
systems_software-BusyBox-Pett2021-2010-01-23_23-37-52,615,673,6.80e184,
security-CVE-VarelaVaca2020-2011-2987,203,160,6904,
security-CVE-VarelaVaca2020-2012-5830,514,877,67168,
security-CVE-VarelaVaca2020-2020-6826,475,1250,179112,
systems_software-soletta-Pett2023-2015-07-06_18-41-52,114,214,1.04e34,
security-CVE-VarelaVaca2020-2012-1954,165,87,6040,
security-CVE-VarelaVaca2020-2018-0585,207,1,776,
security-CVE-VarelaVaca2020-2019-9913,145,1,528,
security-CVE-VarelaVaca2020-2016-10869,127,1,456,
security-CVE-VarelaVaca2020-2008-5510,102,64,732,
security-CVE-VarelaVaca2020-2015-4513,331,557,39336,
security-CVE-VarelaVaca2020-2018-9034,157,141,1120,
systems_software-am31_sim-Knüppel2017,1178,819,5.43e201,
security-CVE-VarelaVaca2020-2012-0473,157,85,5840,
systems_software-jmr3904-Knüppel2017,1212,843,1.41e207,
systems_software-uClibc-Pett2023-2020-10-02_19-10-36,235,1669,2.76e70,
security-CVE-VarelaVaca2020-2020-13864,293,467,21280,
security-CVE-VarelaVaca2020-2019-6726,105,1,368,
security-CVE-VarelaVaca2020-2009-1305,119,82,2304,
security-CVE-VarelaVaca2020-2012-5839,509,549,33592,
security-CVE-VarelaVaca2020-2018-10101,483,456,19984,
systems_software-asb2305-Knüppel2017,1255,857,4.05e219,
systems_software-soletta-Pett2023-2016-02-23_14-28-02,352,1150,4.59e105,
systems_software-integrator_arm7-Berger2013,1260,3939,9.93e378,
security-CVE-VarelaVaca2020-2009-1309,114,93,3608,
systems_software-BusyBox-Pett2021-2008-08-29_08-37-07,546,601,1.15e164,
systems_software-ceb_v850-Berger2013,1190,3025,8.41e357,
security-CVE-VarelaVaca2020-2012-4180,488,532,32536,
systems_software-excalibur_arm9-Berger2013,1234,50538,1.48e371,
security-CVE-VarelaVaca2020-2014-1527,273,625,62032,
systems_software-BusyBox-Pett2021-2007-08-02_22-23-47,459,486,7.44e137,
systems_software-BusyBox-Pett2021-2008-02-19_11-26-28,538,571,4.50e161,
systems_software-BusyBox-Pett2021-2008-08-05_13-10-34,548,602,4.61e164,
security-CVE-VarelaVaca2020-2019-11753,597,1854,348832,
systems_software-BusyBox-Pett2021-2008-08-09_16-15-14,548,602,4.61e164,
security-CVE-VarelaVaca2020-2012-3972,487,525,31908,
security-CVE-VarelaVaca2020-2020-28033,546,522,27092,
systems_software-BusyBox-Pett2021-2008-10-26_00-24-38,561,581,3.77e168,
security-CVE-VarelaVaca2020-2009-3987,170,137,5400,
systems_software-Fiasco-Pett2023-2019-01-11_10-36-57,242,1338,3.53e72,
security-CVE-VarelaVaca2020-2015-7178,334,805,116772,
systems_software-sh7708-Knüppel2017,1267,876,5.44e215,
security-CVE-VarelaVaca2020-2020-28034,546,522,27092,
systems_software-uClibc-Pett2023-2018-03-12_20-11-14,234,1481,1.38e70,
security-CVE-VarelaVaca2020-2013-5598,247,404,28572,
security-CVE-VarelaVaca2020-2016-1966,543,1002,89860,
security-CVE-VarelaVaca2020-2014-1558,415,578,37992,
security-CVE-VarelaVaca2020-2011-2365,127,89,3888,
security-CVE-VarelaVaca2020-2016-10911,120,1,428,
security-CVE-VarelaVaca2020-2009-0652,180,147,3228,
security-CVE-VarelaVaca2020-2009-0356,108,87,3404,
systems_software-soletta-Pett2023-2016-04-07_13-31-03,388,1528,3.15e116,
systems_software-p2106-Berger2013,1250,3824,9.69e375,
systems_software-uClibc-Pett2023-2008-12-31_00-31-38,238,1723,2.21e71,
systems_software-uClibc-Pett2023-2017-12-31_11-12-07,235,1404,2.76e70,
security-CVE-VarelaVaca2020-2009-1839,103,84,2324,
systems_software-BusyBox-Pett2021-2009-05-25_04-15-37,583,629,1.58e175,
security-CVE-VarelaVaca2020-2010-1200,142,95,3940,
security-CVE-VarelaVaca2020-2019-17674,522,498,25844,
security-CVE-VarelaVaca2020-2016-5279,354,893,86768,
systems_software-viper-Knüppel2017,1314,894,5.02e223,
systems_software-uClibc-Knüppel2017,313,56,2.23e54,
security-CVE-VarelaVaca2020-2016-1941,333,822,80244,
security-CVE-VarelaVaca2020-2018-5152,426,1081,103392,
systems_software-BusyBox-Pett2021-2010-01-23_00-10-40,614,672,3.40e184,
systems_software-soletta-Pett2023-2015-11-06_15-06-34,302,971,4.07e90,
systems_software-soletta-Pett2023-2016-05-06_11-38-59,410,1614,1.32e123,
security-CVE-VarelaVaca2020-2020-6859,259,1,984,
security-CVE-VarelaVaca2020-2012-0445,123,72,4704,
systems_software-soletta-Pett2023-2016-01-29_14-02-27,340,1110,1.12e102,
security-CVE-VarelaVaca2020-2010-3775,192,164,4140,
security-CVE-VarelaVaca2020-2016-5839,388,366,16060,
systems_software-soletta-Pett2023-2015-12-01_13-54-06,319,1042,5.34e95,
systems_software-cma230-Knüppel2017,1225,868,4.87e210,
systems_software-se7751-Berger2013,1296,3254,6.82e389,
security-CVE-VarelaVaca2020-2015-2329,116,94,3008,
cloud-multicloud-GonzülezRojas2019,107,14,1.71e21,
systems_software-Fiasco-Pett2023-2018-08-20_14-36-18,235,1276,2.76e70,
security-CVE-VarelaVaca2020-2011-0084,215,150,9184,
security-CVE-VarelaVaca2020-2017-14723,456,434,19052,
security-CVE-VarelaVaca2020-2015-2741,322,516,36512,
security-CVE-VarelaVaca2020-2015-0803,308,505,35528,
security-CVE-VarelaVaca2020-2019-11740,849,1563,191336,
systems_software-hs7729pci-Berger2013,1299,49911,5.46e390,
security-CVE-VarelaVaca2020-2015-9324,145,1,528,
security-CVE-VarelaVaca2020-2015-0823,306,498,34988,
systems_software-soletta-Pett2023-2015-09-10_16-45-56,251,757,1.81e75,
systems_software-Fiasco-Pett2023-2018-12-14_09-41-08,238,1305,2.21e71,
security-CVE-VarelaVaca2020-2012-3956,482,524,31900,
security-CVE-VarelaVaca2020-2011-2989,175,131,5464,
security-CVE-VarelaVaca2020-2011-3866,247,202,12800,
systems_software-ubuntu-Mendonca2009-1204,267,84,1.19e30,
systems_software-ts1000-Knüppel2017,1310,886,6.49e222,
security-CVE-VarelaVaca2020-2019-10270,278,1,1060,
systems_software-Fiasco-Pett2023-2018-02-09_09-07-44,232,1261,3.45e69,
systems_software-BusyBox-Pett2021-2010-03-15_23-55-26,623,682,1.74e187,
systems_software-uClibc-Pett2023-2008-09-25_12-51-24,231,1706,1.73e69,
security-CVE-VarelaVaca2020-2019-15112,148,1,540,
security-CVE-VarelaVaca2020-2012-3384,113,91,3960,
security-CVE-VarelaVaca2020-2018-0590,206,1,772,
security-CVE-VarelaVaca2020-2015-0808,308,505,35528,
systems_software-uClibc-Pett2023-2016-01-25_23-53-18,235,1149,2.76e70,
systems_software-soletta-Pett2023-2015-08-26_16-01-27,235,729,2.76e70,
security-CVE-VarelaVaca2020-2015-7188,331,557,39336,
security-CVE-VarelaVaca2020-2008-0593,114,91,1580,
systems_software-uClibc-Pett2023-2018-04-17_18-15-58,233,1480,6.90e69,
security-CVE-VarelaVaca2020-2012-0468,145,83,5808,
systems_software-BusyBox-Pett2021-2008-03-17_09-25-05,534,568,2.81e160,
systems_software-rattler-Knüppel2017,1324,894,3.01e226,
security-CVE-VarelaVaca2020-2016-5268,350,881,85680,
security-CVE-VarelaVaca2020-2013-0745,518,576,35640,
security-CVE-VarelaVaca2020-2012-1963,165,87,6040,
security-CVE-VarelaVaca2020-2014-1479,588,667,43664,
systems_software-XSEngine-Knüppel2017,1273,886,6.55e224,
security-CVE-VarelaVaca2020-2009-0776,180,147,3228,
systems_software-soletta-Pett2023-2015-12-29_18-23-15,331,1092,2.19e99,
security-CVE-VarelaVaca2020-2011-2376,245,215,6852,
systems_software-BusyBox-Pett2021-2007-05-20_21-51-38,439,463,7.10e131,
security-CVE-VarelaVaca2020-2013-0236,117,95,4136,
security-CVE-VarelaVaca2020-2019-16521,143,1,520,
security-CVE-VarelaVaca2020-2012-0474,157,85,5840,
security-CVE-VarelaVaca2020-2020-5780,151,1,552,
systems_software-BusyBox-Pett2021-2007-06-19_22-22-57,453,479,1.16e136,
systems_software-se7751-Knüppel2017,1309,883,3.74e225,
security-CVE-VarelaVaca2020-2012-3983,443,524,32436,
systems_software-BusyBox-Pett2021-2009-04-07_20-07-23,575,615,6.18e172,
systems_software-brutus-Knüppel2017,1234,876,2.34e212,
systems_software-soletta-Pett2023-2015-08-26_17-28-56,245,739,2.83e73,
systems_software-olpcl2294-Berger2013,1274,3878,1.63e383,
systems_software-soletta-Pett2023-2016-01-13_16-07-39,332,1093,4.37e99,
security-CVE-VarelaVaca2020-2020-6800,882,1616,196624,
