Model,BooleanFeatures,GroupKeywords,BooleanConstraints,FeatureAttributes,GroupCardinality,NumericConstraints,FeatureCardinality,AggregateFunctions,TypeFeatures,StringConstraints,Imports
REAL-FM-2,23,12,2,0,0,0,0,0,0,0,0
REAL-FM-20,44,33,0,0,0,0,0,0,0,0,0
REAL-FM-3,43,31,6,0,0,0,0,0,0,0,0
REAL-FM-4,290,197,20,0,0,0,0,0,0,0,0
REAL-FM-5,17,8,13,0,0,0,0,0,0,0,0
REAL-FM-6,11,6,2,0,0,0,0,0,0,0,0
REAL-FM-7,14,11,2,0,0,0,0,0,0,0,0
REAL-FM-8,17,13,1,0,0,0,0,0,0,0,0
REAL-FM-9,14,8,2,0,0,0,0,0,0,0,0
smart_home_fm,59,58,3,0,0,0,0,0,0,0,0
stack_fm,17,10,0,0,0,0,0,0,0,0,0
