Model,BooleanFeatures,GroupKeywords,BooleanConstraints,FeatureAttributes,GroupCardinality,NumericConstraints,FeatureCardinality,AggregateFunctions,TypeFeatures,StringConstraints,Imports
security-CVE-VarelaVaca2020-2015-7184,320,15,554,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7185,325,19,806,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7186,325,19,806,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7187,321,15,556,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7188,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7189,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7190,371,23,846,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7191,325,19,806,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7192,325,19,806,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7193,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7194,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7195,321,15,556,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7196,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7197,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7198,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7199,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7200,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7201,350,28,810,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7202,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7203,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7204,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7205,350,28,810,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7207,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7208,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7210,350,28,810,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7211,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7212,350,28,810,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7214,350,28,810,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7215,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7216,343,30,1075,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7217,343,30,1075,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7218,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7219,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7220,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7221,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7222,350,28,810,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7223,339,26,809,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7327,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7989,332,13,310,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-8354,146,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-8834,301,13,279,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9172,114,63,52,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9295,121,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9297,143,15,122,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9298,143,15,122,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9299,142,15,121,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9300,141,15,120,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9304,135,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9311,109,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9312,108,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9313,108,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9314,107,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9315,104,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9324,145,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9328,103,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9333,122,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9360,106,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9413,173,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9431,104,15,83,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-9448,103,15,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10112,154,15,132,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10148,391,13,369,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10705,110,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10706,109,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10869,127,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10872,157,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10884,103,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10889,104,15,89,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10893,120,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10911,120,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10926,150,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10927,152,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-10977,141,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-11085,137,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1209,124,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1521,552,33,978,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1522,222,25,172,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1523,222,25,172,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1526,222,25,172,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1564,360,13,338,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1930,353,28,825,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1931,339,23,823,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1933,339,23,823,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1935,353,28,825,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1937,339,23,823,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1938,427,25,824,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1939,339,23,823,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1940,333,19,822,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1941,333,19,822,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1942,339,23,823,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1946,339,23,823,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1949,332,17,827,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1950,628,51,1053,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1952,551,35,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1953,545,32,1003,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1954,551,35,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1955,346,26,833,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1956,350,30,1107,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1957,551,35,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1958,359,26,833,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1959,333,17,830,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1960,553,36,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1961,551,35,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1962,359,26,833,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1963,333,17,830,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1964,551,35,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1965,359,26,833,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1966,543,30,1002,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1967,333,17,830,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1968,333,17,830,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1969,372,22,832,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1970,337,21,1104,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1971,337,21,1104,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1972,337,21,1104,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1973,340,21,831,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1974,551,35,1004,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1975,335,18,831,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1976,339,22,1105,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1977,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1978,426,19,822,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-1979,430,19,831,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2107,206,41,132,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2221,361,13,339,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2790,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2792,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2793,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2794,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2795,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2796,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2797,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2798,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2799,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2801,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2802,392,34,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2804,354,19,840,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2806,353,29,843,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2807,366,28,843,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2808,353,19,840,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2809,340,21,1116,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2810,390,25,1160,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2811,336,17,839,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2812,336,17,839,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2813,340,21,1116,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2814,353,19,840,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2815,465,45,951,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2816,336,17,839,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2817,336,17,839,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2818,444,73,900,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2819,376,34,884,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2820,336,17,839,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2821,375,33,884,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2822,375,33,884,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2824,368,31,1169,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2825,367,28,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2826,359,25,1167,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2827,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2828,375,33,884,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2829,367,28,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2830,356,19,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2831,375,33,884,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2832,367,28,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2833,367,28,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2834,488,43,886,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2835,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2836,356,19,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2837,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2838,356,19,882,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-2839,364,26,1177,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4029,364,13,342,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4566,391,16,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4567,463,16,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4825,115,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4826,115,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4827,115,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-4828,115,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5250,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5251,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5252,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5253,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5254,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5255,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5256,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5257,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5258,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5259,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5260,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5261,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5262,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5263,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5264,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5265,363,23,883,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5266,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5267,354,21,1172,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5268,350,17,881,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5270,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5271,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5272,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5273,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5274,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5275,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5276,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5277,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5278,360,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5279,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5280,361,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5281,361,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5282,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5283,354,17,893,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5284,361,19,894,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5293,449,29,1351,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5294,645,29,1693,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5295,362,21,1204,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5832,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5833,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5834,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5835,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5836,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5837,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5838,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-5839,388,13,366,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-6565,104,15,89,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-6634,364,13,342,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-6635,362,13,340,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-6897,392,14,369,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-7168,411,13,389,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-7169,411,13,389,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-9263,457,13,435,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2016-9903,361,17,914,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-1000600,472,13,450,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-11658,123,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-12741,171,97,71,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14718,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14719,213,11,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14720,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14721,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14723,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14724,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14725,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-14726,456,13,434,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-16870,168,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-16871,168,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-17091,473,13,451,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-17092,480,17,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-17093,480,17,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-17094,480,17,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18032,178,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18491,131,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18499,127,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18507,123,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18508,121,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18515,135,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18519,111,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18547,157,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18559,155,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18570,152,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18574,177,15,161,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18575,128,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18593,161,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-18596,148,17,216,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-2216,176,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-2217,177,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-2551,115,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5393,362,17,917,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5409,458,27,1386,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5436,722,43,1276,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5487,434,14,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5488,433,13,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5489,433,13,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5490,433,13,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5491,433,13,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5492,433,13,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5493,433,13,411,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5610,440,17,413,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5611,446,20,414,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-5612,440,17,413,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6753,112,49,20,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6814,441,17,414,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6815,441,17,414,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6816,441,17,414,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6817,441,17,414,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6818,435,13,413,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-6819,435,13,413,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-7760,487,25,1502,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-7761,487,25,1502,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-7766,487,25,1502,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-7767,487,25,1502,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-7768,487,25,1502,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-8295,438,14,415,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-9061,443,17,416,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-9062,443,17,416,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-9063,443,17,416,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-9064,443,17,416,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-9065,443,17,416,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2017-9066,443,17,416,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0576,161,15,140,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0579,114,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0585,207,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0586,206,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0587,206,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0588,206,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0589,206,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-0590,206,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-1000556,133,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-10100,483,17,456,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-10101,483,17,456,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-10102,483,17,456,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-10233,209,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-10234,213,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-11105,135,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-12379,813,42,1445,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-12388,445,23,1132,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-12389,404,39,335,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-12390,829,47,1462,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-12405,836,47,1476,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2018-12406,448,23,1141,0,0,0,0,0,0,0,0
